Is Spam,"In your own words, what is PrEP?","In your own words, what is PEP?",How would you best describe U=U to someone else? (Even if you are uncertain)
1,Medicine taken by HIV-negative people to stay negative,Medicine taken by HIV-negative people to stay negative,
1,,,
1,,,
1,,,
1,,,It means it can't be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,
1,It is a medication for people without HIV and are at risk of getting it,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,A person living with HIV who is on effective antiretroviral therapy and has achieved an undet
1,,,A person living with HIV who is on effective antiretroviral therapy and has achieved an undet
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,People on successful treatment can live healthy lives and do not pass HIV sexually when undetectable
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,When an HIV is undetectable it is not in the bloodstream which means it is untransmittable
1,,,undetectable means the virus can’t be found in your bloodstream and as such can’t be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"a person with HIV has an undetectable viral load due to effective treatment,"
1,,,
1,,,Untransmittable
1,It's a med i take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
1,,,
1,,"It's pills you take after possible exposure to stop HIV.""",
1,It is my insurance policy for my sexual health,"It's like the ""morning after pill"" but for HIV.You have to start it within 72 hours",
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,It is when the HIV virus load is undetectable and cannot be transmitted
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,People around you are safe from virus
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,End  to end
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"When I'm undetectable, I cant transmit the disease to someone when I have sex with them"
1,PrEP is a medication people take before possible exposure to HIV to lower the chance of getting infe,PEP is emergency medicine taken after possible HIV exposure to reduce the chance of infection if sta,
1,,,Zero risks of HIV transmission
1,,,I don't know
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I don't know
1,,,
1,It's a daily pill I take to stay negative and protect myself from HIV.,it's the emergency medicine you take after you think you were exposed to HIV to stop an infection,
1,Preparation,After coming in contact with something harmful prevention,
1,,,"U=U means if someone with HIV is undetectable, they can’t pass it on."
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"I saw a post about a guy with HIV and he said it was undetectable, he said it wasn't transmitable"
1,,,
1,,,
1,,,
1,,,It a stage where HIV can not sexually transmitted to others
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
0,,,
1,,,If an HIV person have an undetectable viral load then HIV can't be transmitted.
0,,,
1,,,"U=U means if someone with HIV takes their meds and the virus becomes undetectable, they can’t pass i"
1,,,HIV can’t be passed if the virus is undetectable.
1,,,Treatment makes HIV untransmittable when undetectable
1,,,Effective treatment stops HIV from being transmitted.
1,,,"When treatment makes HIV undetectable, it can’t spread."
1,,,"If HIV is undetectable, it cannot be passed to others."
1,,,
1,,,"It’s when HIV is undetectable on treatment, it cannot be transmitted to others."
1,,,U=U stands for “Undetectable = Untransmittable.”  It means that when a person living with HIV takes
1,,,
1,,,
1,,,I feel it’s an STD that is undetectable and untransmitable
1,,,
1,,,
1,,,I think it means people with HIV that is no detectable can not transfer it
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Untransmittable = the virus cannot be passed on during sexual activity
1,,,
1,,,
1,,,
1,,,Untransmittable
1,,,"Its a person who has HIV and takes treatment, that the virus can't be passed to sexual partners"
1,,,"If you're undetectable, you're effectively non-infectious. It's the best way to stop the spread"
1,,,I don’t know yet
1,,,I have no idea of what it means
1,,,It is detectable the amount of HIV on the body
1,,,"person living with undetectable HIV who is on effective ART, cannot transmit the virus to their sexu"
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,If undetectable then it cannot be transmitted to anyone
1,,,
1,,,I can't say
1,,,
1,,,
1,,,
1,,,U=U is the idea that effective treatment prevents sexual transmission of HIV.
1,,,It means undetectable viral load can't be transmitted to another person
1,,,
1,,,"When HIV treatment lowers the virus to undetectable levels, it isn’t transmitted sexually."
1,,,
1,,,Protection
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,"If your blood has no measurable HIV, you won’t spread it during sex."
1,,,
1,,,I can't really say
1,,,
1,,,I can not really say
1,,,
1,,,maybe I was to have safe sex without transmitting the disease
1,,,U=U means the treatment works so well that the virus be transmitted anymore when we have sex
1,It is a medication I take to prevent HIV,It is an medication taken after possible exposure to HIV in order to prevent infection,
1,,,It is undetected and also untransmittable to someone
1,helps keep me from getting HIV,reduce the effects of HIV,
1,Something that helps keep me from getting HIV,Something that can reduce the effects of HIV,
1,,,
1,"is a pill that HIV-negative people take regularly to prevent themselves from getting HIV, even if th",,
1,,,
1,,,It means when someone with HIV takes their medication consistently and their viral load becomes unde
1,,,
1,,,
1,,,It means when the virus is suppressed it can't be transmitted to other people
1,,,
1,,,No one will notice as long as you are taking your medicines.
1,,,Inability to transmit HIV since it's not detected
1,,,Ine being unable to transmit hiv became it's undetectable
1,,,Lack of hiv transition since it's not detectable
1,,,Undetected HIV can't be transmitted
1,,,One cannot transmit undetectable hiv
1,,,Undetectable HIV cant be transmitted
1,,,People on successful treatment can live healthy lives and do not pass HIV sexually when undetectable
1,,,Undetectable hiv cannit be transmitted
1,,,
1,,,Unable to transmit hiv simve it is not detectable
1,,,
1,,,Inability to transmit HIV since it is undetectable
1,,,Being unable to transmit hiv since it's not detectable
1,,,
1,,,Bwing unable to transmit HIV since it's not detected
1,,,Unable to transmit hiv since it is undetectable
1,,,Inability to transmit HIV beacude it it not detected
1,,,Being unable to transmit hiv since it's undetectable
1,,,Inability to transmit since it is undetected
1,,,Unable to transmit hiv since it's not detected
1,It is a medication I take to prevent HIV,It is an medication taken after possible exposure to HIV in order to prevent infection,
1,,,
1,,,is a health-education message and global campaign signifying that individuals living with HIV who ac
1,,,
1,,,
1,,,That it is all about HIV
1,It is a medication I take to prevent HIV,It is an medication taken after possible exposure to HIV in order to prevent infection,
1,,,It means the virus cannot be spread to partner
1,,,It is not transmittable
1,,,
1,,,
1,,,
1,,,About HIV right
1,,,That it is all about HIV
1,,,
1,,,It means staying on HIV medication is a highly effective way to prevent new infections
1,,,It means they cannot transmitted HIV to their sexual partner
1,,,It means if my HIV is suppressed to undetectable level It can't be sexually transmitted
1,,,it can't be spread through sex isn't passed to sexual partners
1,,,If my HIV is undetectable then I can't pass it on to a sexual partner
1,,,It means if my Hiv is undetectable I can't pass it on to my sexual partner
1,,,
1,,,
1,It is a medication I take to prevent HIV,It is an medication taken after possible exposure to HIV in order to prevent infection,
1,,,
1,,,Someone with undetected to viral load can't transmit HIV to another through sex
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,I don't know
1,,,
1,,it’s medication you take soon after a possible risk to stop HIV infection from happening.,
1,,,*U=U means a person with HIV who has an undetectable viral load from treatment cannot sexually trans
1,,,
1,,,This is when HIV in undetected and cannot be transmitted to another person.
1,,,Like prep
1,Pre Exposure to infection or diseases,Post Exposure to diseases,
1,,,
1,It is a medication I take to prevent HIV,It is an medication taken after possible exposure to HIV in order to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,,,A prep
1,,,
1,,,
1,Pre exposure,,
1,,,
1,,,HIV prevention
1,,,
1,,,
1,,,
1,,,
1,PrEP is a medicine people take to help prevent getting HIV. It’s mainly for people who don’t have HI,,
0,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,Like prep
1,,,A prep
1,,,HIV prevention
1,,,Prep injection
1,,,Maybe Prep
1,,,HIV prevention prep
1,,,A prep
1,,,
1,,,
1,,,
1,It's a medication for people without HIV but they are t risk and of having it.,It's an emergency HIV medication for people that are already exposed to HIV to avoid further spread,
1,,,It's medication used to prevent the transmission of HIV from someone who is HIV-positive.
1,,,
1,,,
1,,,Prep for HIV prevention
1,,,
1,,,
1,,,
1,,,HIV prep
1,,,common
1,,,common
1,,,Like a prep
1,,,
1,,,
1,,,
1,,,
1,,,"When no virus is detected,no virus can be transmitted"
1,,,
1,,,
1,,,"If a person living with HIV takes treatment and keeps their viral load undetectable, they do not pas"
1,,,
1,,,
1,,,
1,,,
1,Pre Exposure to infection or disease,Post Exposure to infection or disease,
1,,,
1,,,"When I need to explain U=U to someone unfamiliar with HIV topics, I start with its core scientific m"
1,,,
1,,,
1,,,
1,,,
1,,,"It tells us that if HIV is undetectable in a person, it is also untransmittable"
1,,,
1,,,"I see U=U as a straightforward, medically verified term that clarifies HIV transmission risks for al"
1,,,
1,,,
1,,,
1,"PrEP is like taking a daily vitamin, but this one helps prevent HIV infection, making it especially",You cannot buy PEP at a pharmacy. You must go to a hospital in Dallas (such as Parkland Memorial Hos,
1,,,
1,,,
1,,,A global campaign to end HIV stigma by sharing that undetectable viral load = zero risk of passing H
1,,,"It means with effective treatment, HIV can be prevented from transmission through sex."
1,,,
1,PrEP is a medication I take regularly to prevent HIV before exposure,PEP is an emergency medication you take after a possible exposure to HIV to prevent infection,
1,,,
1,,,
1,,,
1,,,
1,,,undetectable
1,,,U=U means proper treatment prevents passing HIV on.
1,,,
1,,,
1,,,
1,,,"It means when a person living with HIV takes treatment and their viral load becomes undetectable, th"
1,,,"It means when a person living with HIV takes treatment and their viral load becomes undetectable, th"
1,,,U=U means that when someone with HIV is on treatment and their viral load is undetectable.
1,,,
1,,,U=U means I have control over my health and transmission risk.
1,,,
1,,,
1,,,Great
1,It’s a prevention strategy that involves taking HIV medication ahead of time.,It’s an emergency HIV prevention option used after unprotected sex or similar risks.,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,U=U reassures couples where one partner has HIV that maintaining an undetectable status makes sexual
1,,,
1,,,People should be careful of
1,,,It's a product prescribed to prevent the contacting of HIV from a positive patient.
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,,,
1,It's a med I take to prevent HIV,PEP is a med you take after a possible exposure to HIV to prevent infection,
